BATCHSENDER,BATCHRECEIVER,XID,BATCHDATE,MSG_CODE,MSG_LEVEL,MSG_NAME,DESCRIPTION,ORGCODE,REFPOSITIONID
SED,НСИ,F8425E93-9F91-4767-BEBB-1F48F661EE42,17.09.2018 11:36:01,E904,критичная,Ошибка внешней валидации,"Поле ОКПО является обязательным для не обособленных подразделений; Для НУБП с кодом В2197 код бюджета 0 отсутствует в справочнике ""Бюджеты""; Для НУБП с кодом В2197 некорректно указаны сведения о полномочиях учредителя, осуществляющего финансирование",500В2197,8cfdbdb0-8fb9-4902-9783-ce043fbb7b7a
SED,НСИ,58161D5A-C08B-4918-8E97-DFAE30980573,17.09.2018 11:35:53,E904,критичная,Ошибка внешней валидации,"Поле ОКПО является обязательным для не обособленных подразделений; Для НУБП с кодом В2195 код бюджета 0 отсутствует в справочнике ""Бюджеты""; Для НУБП с кодом В2195 некорректно указаны сведения о полномочиях учредителя, осуществляющего финансирование",500В2195,8b6804e4-881f-4959-95b6-a39daecee98c
SED,НСИ,F4D01D9D-3630-4050-9C7A-ECBEFF8C6F57,17.09.2018 11:36:31,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет Грибановского муниципального района отключена,20300038,e05b281e-67f1-4ece-943d-21c1d050749c
SED,НСИ,1F5FBC40-A698-4A3C-8D52-987770E74494,17.09.2018 11:38:14,,,,,,
SED,НСИ,1F5FBC40-A698-4A3C-8D52-987770E74494,17.09.2018 11:38:14,E904,критичная,Ошибка внешней валидации,"Запись справочника 22b8e7b3-34cd-c864-ee05-3b518850aa01 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 65322285",,
SED,НСИ,2BBF935E-7ECC-48C6-A79B-CDCD77F8E1D1,17.09.2018 11:36:41,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету бюджет ЗАТО г. Островной Мурманской области отключена,47342015,f93f6513-3146-471c-ad79-daf6a7331bdb
SED,НСИ,08B44A8C-3FD4-44B4-8ACC-73BAEB5836CB,17.09.2018 11:38:24,E904,критичная,Ошибка внешней валидации,"Обработка организаций по бюджету Бюджет муниципального образования ""город Екатеринбург"" отключена",65322285,ec0ab206-1e63-418d-8c5b-794db2f64f08
SED,НСИ,A6328338-111F-4EAC-B332-0CE474518386,17.09.2018 11:39:24,E904,критичная,Ошибка внешней валидации,"Запись справочника 9c06d51c-2e19-40e1-9806-0efcb1c04cd0 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,A6328338-111F-4EAC-B332-0CE474518386,17.09.2018 11:39:24,,,,,,
SED,НСИ,8D22F41E-0ABE-494C-A8D0-7493F1DBC4BA,17.09.2018 11:39:37,E904,критичная,Ошибка внешней валидации,"Запись справочника 599afe2c-c3bc-748f-1e05-3b518850a0ee не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 223Р3450",,
SED,НСИ,8D22F41E-0ABE-494C-A8D0-7493F1DBC4BA,17.09.2018 11:39:37,,,,,,
SED,НСИ,9878B1BF-5AAF-43BA-BBE9-ED54ED7BB6F4,17.09.2018 11:39:52,,,,,,
SED,НСИ,9878B1BF-5AAF-43BA-BBE9-ED54ED7BB6F4,17.09.2018 11:39:52,E904,критичная,Ошибка внешней валидации,"Запись справочника 38b8caa4-8a1d-482b-bd43-f77521129b08 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 22206669",,
SED,НСИ,BD5D98C2-0CA7-4E37-9451-169B6EB36049,17.09.2018 11:38:51,E904,критичная,Ошибка внешней валидации,"Для кода Ц4517, указанного в элементе <RegistryCode> обновление невозможно, т.к .учетный номер не соответствует правилам формирования, определенным для НУБП; Обработка организаций по бюджету Бюджет Богородского муниципального района Нижегородской области отключена",223Ц4517,962cff7a-0516-40a9-835e-06979e1384ca
SED,НСИ,C0FE2F9F-AC75-4A72-A659-85F109CFA915,17.09.2018 11:40:13,,,,,,
SED,НСИ,C0FE2F9F-AC75-4A72-A659-85F109CFA915,17.09.2018 11:40:13,E904,критичная,Ошибка внешней валидации,"Запись справочника 24a2d9fb-b20b-002b-4e05-3b518850a0e6 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,A88D721D-1A40-4CB8-BE1A-B05AC802507B,17.09.2018 11:38:38,,,,,00152126,2bbd97c8-a112-47bc-91e4-a98ccad7126e
SED,НСИ,A0934487-3101-4491-AA27-28AD1926CB3B,17.09.2018 11:40:51,,,,,,
SED,НСИ,A0934487-3101-4491-AA27-28AD1926CB3B,17.09.2018 11:40:51,E904,критичная,Ошибка внешней валидации,"Запись справочника 8cfe279d-2498-4c23-abe7-791bd236eaeb не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,27DB041C-D939-423F-A2DF-B70010AB4C85,17.09.2018 11:39:14,E904,критичная,Ошибка внешней валидации,"Поле ОКПО является обязательным для не обособленных подразделений; Для НУБП с кодом В2215 код бюджета 0 отсутствует в справочнике ""Бюджеты""; Для НУБП с кодом В2215 некорректно указаны сведения о полномочиях учредителя, осуществляющего финансирование",500В2215,fa9d4148-f108-4af2-a0e2-4215bb33485c
SED,НСИ,A43D87AA-8677-4B29-AB78-A6A884D6B944,17.09.2018 11:41:13,E904,критичная,Ошибка внешней валидации,"Запись справочника 7d4caa40-ae12-4df9-8a6c-2680e2001c16 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 50302977",,
SED,НСИ,A43D87AA-8677-4B29-AB78-A6A884D6B944,17.09.2018 11:41:13,,,,,,
SED,НСИ,5DEAD5C9-8F88-43E7-895C-58FDBCD09096,17.09.2018 11:39:04,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет муниципального района Чекмагушевский район Республики Башкортостан отключена,803D0030,9dcf38a9-a36b-49fb-8935-506d776be62f
SED,НСИ,DA3BE58A-6265-4872-BD1B-A1E788069DBE,17.09.2018 11:41:24,E904,критичная,Ошибка внешней валидации,"Запись справочника 4f8b97a2-2328-66db-8e05-3b518850ad02 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 65300615",,
SED,НСИ,DA3BE58A-6265-4872-BD1B-A1E788069DBE,17.09.2018 11:41:24,,,,,,
SED,НСИ,C341DFC8-BC38-44E8-9C64-423A679123B7,17.09.2018 11:40:04,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Областной бюджет Нижегородской области отключена,222D0832,5f54cf9b-a268-4c93-9592-4acc549253c4
SED,НСИ,C138DBC6-B4C8-41F3-ABE3-A7BF5DBBECB4,17.09.2018 11:40:22,E904,критичная,Ошибка внешней валидации,"Для кода 06669, указанного в элементе <NUBPCode> обновление невозможно, т.к. в справочнике НУБП не найдена запись по организации с кодом 06669 и бюджетом 32020001 и типом клиента ""БУ"", ""АУ"", ""ФГУП/ГУП/МУП"" или ""ЮЛ""",22206669,b21a64f3-9218-49ca-94aa-192b3b45d36f
SED,НСИ,0B4DF2B3-53A8-4706-ABFB-D2856356E777,17.09.2018 11:40:31,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет городского округа город Арзамас отключена,223Р3457,b1cca466-3c1c-455f-bc46-4b6f24c93287
SED,НСИ,97A8EFB1-ADF7-4835-828B-DF353EC26AAD,17.09.2018 11:41:02,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет городского округа город Арзамас отключена,223Р3450,0c1b9e17-0aea-40ec-ad7e-9642b9fa7955
SED,НСИ,BE3AB1CD-27A6-4D84-93BF-3F80A60E9543,17.09.2018 11:41:56,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Здвинский район отключена,50302977,ee9349b1-c104-45c0-b682-328a84a5eb53
SED,НСИ,F1116C9E-AD6C-478F-8463-506AE82CDFCF,17.09.2018 11:41:46,E904,критичная,Ошибка внешней валидации,"Обработка организаций по бюджету Бюджет муниципального образования ""Ивановский сельсовет"" Рыльского района Курской области отключена",38320019,5c5671c9-f39a-4ed3-8dec-d6efca8fdfd0
SED,НСИ,39B21265-8D88-435C-A2D2-B627CC214D38,17.09.2018 11:41:35,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет Белоярского городского округа отключена,65300615,0376b608-6c03-47eb-8349-db48c8245852
SED,НСИ,A670B2AA-F293-43B8-942D-77D72ED06BFF,17.09.2018 11:42:07,E904,критичная,Ошибка внешней валидации,"Запись справочника fc42709b-b862-4bdd-9978-0200d4fce429 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 500Н9818",,
SED,НСИ,A670B2AA-F293-43B8-942D-77D72ED06BFF,17.09.2018 11:42:07,,,,,,
SED,НСИ,3F1E1605-B4B5-4F47-990D-492B7BC7F82E,17.09.2018 11:55:36,E904,критичная,Ошибка внешней валидации,"Запись справочника 50b2e792-282d-b667-9e05-3b518850a4fc не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 573Ч4139",,
SED,НСИ,3F1E1605-B4B5-4F47-990D-492B7BC7F82E,17.09.2018 11:55:36,,,,,,
SED,НСИ,CCD4BB5E-0524-4513-BD29-19285BA7A0F9,17.09.2018 11:55:46,E904,критичная,Ошибка внешней валидации,"Запись справочника 93981025-921a-48e7-b286-24b9b87f79d2 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,CCD4BB5E-0524-4513-BD29-19285BA7A0F9,17.09.2018 11:55:46,,,,,,
SED,НСИ,43385C2B-8146-4948-A896-927D0DCA1254,17.09.2018 11:56:48,E904,критичная,Ошибка внешней валидации,"Запись справочника a63c141d-69b1-4f0d-8434-296f67af9fe4 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 323X9186",,
SED,НСИ,43385C2B-8146-4948-A896-927D0DCA1254,17.09.2018 11:56:48,,,,,,
SED,НСИ,BA7F475F-5B66-4024-8764-184B68BEBB8A,17.09.2018 11:57:00,,,,,,
SED,НСИ,BA7F475F-5B66-4024-8764-184B68BEBB8A,17.09.2018 11:57:00,E904,критичная,Ошибка внешней валидации,"Запись справочника 37dd015b-c151-4bdc-894d-eab3ec721810 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 46325163",,
SED,НСИ,D2EE474E-5A89-48D8-94C2-01991EA6658A,17.09.2018 11:57:13,,,,,,
SED,НСИ,D2EE474E-5A89-48D8-94C2-01991EA6658A,17.09.2018 11:57:13,E904,критичная,Ошибка внешней валидации,"Запись справочника b51617d2-0a92-44b6-b788-452059f9d231 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 38301596",,
SED,НСИ,8E6547E3-EC8F-4B9A-B4E6-C101CBE0DC12,17.09.2018 11:55:56,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет Кочевского муниципального района отключена,573Ч4139,39671d41-6edc-48b8-a62e-a1475ef2d9fc
SED,НСИ,BE2440C5-E2C6-49DA-A762-9A655F68B990,17.09.2018 11:56:21,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет Верхнесалдинского городского округа отключена,653Ц6277,39c7c0f0-c443-453f-9ea3-2860ed208d40
SED,НСИ,EA432966-C9C4-4F04-8A7A-FC665B6FFA2A,17.09.2018 11:56:09,,,,,452Р9711,53607d6f-fe8e-32f6-1e05-3b518850a447
SED,НСИ,334CEBF4-E6A3-45DA-B002-711146A43F4A,17.09.2018 11:57:37,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету городской округ Королёв Московской области отключена,46325163,f11041c7-95bf-435f-a3fb-e3b197c15f78
SED,НСИ,8E6A5AE4-02D6-49B0-8C09-90A869DD42AE,17.09.2018 11:56:34,E904,критичная,Ошибка внешней валидации,"Обработка организаций по бюджету Бюджет муниципального района ""Мантуровский район"" Курской области отключена",38301548,107bb794-4ee9-4fb7-b606-64f046904786
SED,НСИ,95D69757-E118-4A1C-8863-4730A924D2D2,17.09.2018 11:57:25,E904,критичная,Ошибка внешней валидации,"Обработка организаций по бюджету Бюджет муниципального образования ""2-Засеймский сельсовет"" Мантуровского района Курской области отключена",38301596,92bed40f-6328-42fc-b6e7-fadbdf9fcfab
SED,НСИ,08DE0F35-5F67-447C-B4C2-D110417B6CE4,17.09.2018 11:58:25,E904,критичная,Ошибка внешней валидации,"Запись справочника 4de0b7f1-9e7c-44db-91ea-5e83719c223a не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 00107336",,
SED,НСИ,08DE0F35-5F67-447C-B4C2-D110417B6CE4,17.09.2018 11:58:25,,,,,,
SED,НСИ,A3C099FE-52F9-4AFC-86CA-1055D0DE2F65,17.09.2018 11:57:59,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету бюджет города Кемерово отключена; Обработка организаций по бюджету бюджет города Кемерово отключена,323У5240,68d99351-62e5-4972-99e8-060342f87357
SED,НСИ,6E00E9A4-23E1-4A83-81A8-F27BB213879D,17.09.2018 11:57:48,E904,критичная,Ошибка внешней валидации,"Обработка организаций по бюджету Бюджет муниципального образования ""Междуреченский городской округ"" отключена",323X9186,1647269d-f51d-4e7f-9704-8ac86f982757
SED,НСИ,310BC580-BFF5-4192-87B0-63A97B13C6D6,17.09.2018 11:58:37,E904,критичная,Ошибка внешней валидации,"Запись справочника 5be814a8-8290-0aad-8e05-3b518850ae45 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 033И2962",,
SED,НСИ,310BC580-BFF5-4192-87B0-63A97B13C6D6,17.09.2018 11:58:37,,,,,,
SED,НСИ,AFD45233-AF22-4561-A994-BD3DC1ABD247,17.09.2018 11:58:48,E904,критичная,Ошибка внешней валидации,"Запись справочника 5be81506-678a-4941-fe05-3b518850a1e6 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 033И2910",,
SED,НСИ,AFD45233-AF22-4561-A994-BD3DC1ABD247,17.09.2018 11:58:48,,,,,,
SED,НСИ,E0D254A0-7F03-4F20-BB59-22FCAA9F7AE6,17.09.2018 11:59:20,E904,критичная,Ошибка внешней валидации,"Запись справочника 5be81024-4d75-93e0-1e05-3b518850a0f9 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,E0D254A0-7F03-4F20-BB59-22FCAA9F7AE6,17.09.2018 11:59:20,,,,,,
SED,НСИ,699AA9EB-584D-4C85-A8EF-8AAA647DCA07,17.09.2018 11:58:10,E904,критичная,Ошибка внешней валидации,"Для кода С9783, указанного в элементе <PUBPCode> обновление невозможно, т.к. в справочнике ПУБП не найдена запись по организации с кодом С9783 и бюджетом 95041767 и типом перечня ""0 - основной"", у которой отсутствует признак перехода на МДМ; Значение С9783 содержит недопустимый для элемента <PUBPCode> символ С",004С9783,dd280709-1db4-4fff-86a1-0ab8a9e23c12
SED,НСИ,338CC69C-73F2-43BE-A87B-74998CA58919,17.09.2018 11:59:46,,,,,,
SED,НСИ,338CC69C-73F2-43BE-A87B-74998CA58919,17.09.2018 11:59:46,E904,критичная,Ошибка внешней валидации,"Запись справочника 5be7d8b0-0100-5577-de05-3b518850a41b не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,A14D5DED-F1EA-4891-82AD-362290E64579,17.09.2018 12:00:01,,,,,,
SED,НСИ,A14D5DED-F1EA-4891-82AD-362290E64579,17.09.2018 12:00:01,E904,критичная,Ошибка внешней валидации,"Запись справочника 6bfe3582-fe95-48ea-90db-a49ddacb133d не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,0C6F1710-5D65-492D-8A65-65D13BA5E7C6,17.09.2018 11:58:59,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет муниципального образования Павловский район отключена,033И2910,a0b416cb-6d08-46e1-8085-443f9279dbe2
SED,НСИ,04FD80AE-DEB8-4512-B93A-27A45D27036A,17.09.2018 11:59:32,,,,,00107336,5a6eddf6-684b-423b-9088-66d8c03e79c5
SED,НСИ,BDFC1C8B-3771-43B1-AC00-6F1EA61AEFE8,17.09.2018 12:00:54,E904,критичная,Ошибка внешней валидации,"Запись справочника 282e979d-c33e-402b-94e4-627b972f74c3 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 03311371",,
SED,НСИ,BDFC1C8B-3771-43B1-AC00-6F1EA61AEFE8,17.09.2018 12:00:54,,,,,,
SED,НСИ,F6BE0409-B4E8-4824-B5F2-F9024283194F,17.09.2018 12:00:15,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет муниципального образования Павловский район отключена,03307811,3cdd6cc5-32a2-431b-91f4-b54b811cf826
SED,НСИ,3FB2FE74-B917-4C38-AF6E-3E76CD2877A0,17.09.2018 11:59:10,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет муниципального образования Павловский район отключена,033И2962,78a99304-0c01-4ec9-afc8-9f8de2225f80
SED,НСИ,4EE300BC-0E9E-4308-A0AA-0BDAC5F1F004,17.09.2018 12:01:04,,,,,,
SED,НСИ,4EE300BC-0E9E-4308-A0AA-0BDAC5F1F004,17.09.2018 12:01:04,E904,критичная,Ошибка внешней валидации,"Запись справочника 89a21027-96dd-4681-851d-789b440187d0 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 033D1488",,
SED,НСИ,820EDE0A-9541-4014-BF0E-F267B798BA15,17.09.2018 12:00:25,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет муниципального образования Павловский район отключена,033D1488,50585153-97cf-4d14-8cfb-32addd1d4c74
SED,НСИ,4F6C0E1B-7FBE-4D1B-9155-0852466A8E4F,17.09.2018 12:01:14,E904,критичная,Ошибка внешней валидации,"Запись справочника b6af8836-950a-4c3a-bb95-3030f8d433c4 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 03307811",,
SED,НСИ,4F6C0E1B-7FBE-4D1B-9155-0852466A8E4F,17.09.2018 12:01:14,,,,,,
SED,НСИ,74B377A6-03C4-4EAC-B163-8D2EE31FC76D,17.09.2018 12:01:29,,,,,,
SED,НСИ,74B377A6-03C4-4EAC-B163-8D2EE31FC76D,17.09.2018 12:01:29,E904,критичная,Ошибка внешней валидации,"Запись справочника 67ec6321-3f6a-4b76-a4b8-1a605615d434 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,578EAF36-96C7-41E2-9414-DEE5A777E10B,17.09.2018 12:00:45,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет муниципального образования Павловский район отключена,033И2906,0fcca3b1-e1fb-4ab1-a01e-45cd6698ff06
SED,НСИ,CBCB7C71-6313-4DA3-9724-9799BE5331BD,17.09.2018 12:00:35,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет муниципального образования Павловский район отключена,033И2251,684a3982-90d9-4e1b-b027-36a10a1750e6
SED,НСИ,A42CD067-6EBA-409E-ADA0-09896F116D6A,17.09.2018 12:02:02,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет муниципального образования Павловский район отключена,03321041,8a857a6f-5e99-4a64-8121-066f63684c8a
SED,НСИ,B2807A8D-112B-4A3D-AE65-5F5BAA1FB0E6,17.09.2018 12:01:52,E904,критичная,Ошибка внешней валидации,"Для кода I7134, указанного в элементе <RegistryCode> обновление невозможно, т.к. в записи СР указан учетный номер организации, который не соответствует правилам присвоения учетного номера для УБП/НУБП",030I7134,d6850c94-7906-44e5-82ef-f9a50ce634a1
SED,НСИ,C5DEEBCD-C5B3-4FF8-B0FC-A36D4EAB11EE,17.09.2018 12:01:41,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет муниципального образования Павловский район отключена,03321040,f09d176d-abd4-487e-9a18-d07128c7400c
SED,НСИ,D9E9334A-BF51-49E7-BC1A-36C8D01AA08A,17.09.2018 12:06:55,E904,критичная,Ошибка внешней валидации,"Запись справочника 486df9e4-55ff-46f3-9b25-e1887fe52c8c не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,D9E9334A-BF51-49E7-BC1A-36C8D01AA08A,17.09.2018 12:06:55,,,,,,
SED,НСИ,5A955AC1-6908-41C4-9E1E-72AAFE834425,17.09.2018 12:07:17,,,,,,
SED,НСИ,5A955AC1-6908-41C4-9E1E-72AAFE834425,17.09.2018 12:07:17,E904,критичная,Ошибка внешней валидации,"Запись справочника 50b9b248-8759-6043-be05-3b518850a73a не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 573Ч7168",,
SED,НСИ,A65C8D74-287C-4550-B4C1-D2234014733E,17.09.2018 12:07:34,E904,критичная,Ошибка внешней валидации,"Запись справочника efd94f52-d8df-4248-bee5-43cad8fc56ca не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 293Р1014",,
SED,НСИ,A65C8D74-287C-4550-B4C1-D2234014733E,17.09.2018 12:07:34,,,,,,
SED,НСИ,6548E689-B48F-4665-ADC4-8483459CD99C,17.09.2018 12:06:17,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет сельского поселения Федоровский сельсовет отключена,423Ч7916,f0a16ce7-1374-405d-b0e7-53796949c1d9
SED,НСИ,4918FC99-036D-4028-9F41-7F0FC0CB1407,17.09.2018 12:06:44,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет Локомотивного городского округа отключена,753К4817,0a8d5622-cb4d-472b-a2f0-98061de21ee0
SED,НСИ,D4CA7EF0-F33F-4CF1-B5AE-C462D71B94E9,17.09.2018 12:08:30,E904,критичная,Ошибка внешней валидации,"Запись справочника 4813e267-70ee-b0cb-9e05-3b518850adda не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 033D1000",,
SED,НСИ,D4CA7EF0-F33F-4CF1-B5AE-C462D71B94E9,17.09.2018 12:08:30,,,,,,
SED,НСИ,8ECE5F49-FAD2-4D82-8A28-59A2F641EB93,17.09.2018 12:08:42,E904,критичная,Ошибка внешней валидации,"Запись справочника c5481337-7216-4890-9d50-d85a2d8e22ef не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 323У0173",,
SED,НСИ,8ECE5F49-FAD2-4D82-8A28-59A2F641EB93,17.09.2018 12:08:42,,,,,,
SED,НСИ,208F5F31-5C70-4583-B8C0-FBA1114B0117,17.09.2018 12:08:54,E904,критичная,Ошибка внешней валидации,"Запись справочника f8551d7c-a634-4450-b59f-c5887715d899 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 38301540",,
SED,НСИ,208F5F31-5C70-4583-B8C0-FBA1114B0117,17.09.2018 12:08:54,,,,,,
SED,НСИ,DCC5642A-1F24-4604-A60B-EC8DD5A6CFB0,17.09.2018 12:09:08,E904,критичная,Ошибка внешней валидации,"Запись справочника e10a17a8-2812-4c6d-8ade-91761905cf58 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 323У0173",,
SED,НСИ,DCC5642A-1F24-4604-A60B-EC8DD5A6CFB0,17.09.2018 12:09:08,,,,,,
SED,НСИ,AC28B069-EF90-4490-9E3B-4B5DE68F9A3F,17.09.2018 12:08:15,E904,критичная,Ошибка внешней валидации,"Обработка организаций по бюджету Бюджет муниципального образования ""2-Засеймский сельсовет"" Мантуровского района Курской области отключена",38324982,ae72f95b-0b07-4f66-bad6-500e7ed795ae
SED,НСИ,103C309F-FAF2-4035-8FD9-4C79E622DDA6,17.09.2018 12:07:06,E904,критичная,Ошибка внешней валидации,"Поле ОКПО является обязательным для не обособленных подразделений; Для НУБП с кодом В2217 код бюджета 0 отсутствует в справочнике ""Бюджеты""; Для НУБП с кодом В2217 некорректно указаны сведения о полномочиях учредителя, осуществляющего финансирование",650В2217,2c65e4bd-ccdf-44f2-a61d-1f4cdc78c4e6
SED,НСИ,E41000FF-D2AF-4988-BC1D-9595F5C5E40A,17.09.2018 12:07:49,E904,критичная,Ошибка внешней валидации,"Обработка организаций по бюджету МР""Козельский район"" отключена",293Р1014,ecbaa307-4c81-4984-8719-31683ad58e35
SED,НСИ,5E3B808A-218B-4621-A29F-EF3436EC3261,17.09.2018 12:06:31,,,,,582Ц9935,5d4201f1-9ced-4fd2-a8fb-d832b84ba91a
SED,НСИ,A5F9B5AA-93A9-444A-8F27-21AE5ED7A801,17.09.2018 12:08:00,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет Кочевского муниципального района отключена,573Ч7168,2d06013d-745e-40cd-a1d1-0eee8e2aa472
SED,НСИ,27801127-0655-499B-9676-5F962C5074CE,17.09.2018 12:09:56,E904,критичная,Ошибка внешней валидации,В системе присутствует более поздняя запись с кодом 323У0173,,
SED,НСИ,27801127-0655-499B-9676-5F962C5074CE,17.09.2018 12:09:56,,,,,,
SED,НСИ,C091EE70-C459-4CA7-9DCC-232801F5F290,17.09.2018 12:10:06,E904,критичная,Ошибка внешней валидации,"Запись справочника 7769b319-bdad-45e2-bb97-af377611a07b не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,C091EE70-C459-4CA7-9DCC-232801F5F290,17.09.2018 12:10:06,,,,,,
SED,НСИ,B848DEF7-5F05-42CA-BE72-70DADDDC691D,17.09.2018 12:09:21,E904,критичная,Ошибка внешней валидации,"Обработка организаций по бюджету Бюджет муниципального района ""Мантуровский район"" Курской области отключена",38301540,ad70f0d6-8e36-4a72-ac70-b3267d3eeed1
SED,НСИ,1750AED1-687D-42B5-AB3A-03A857C2C1E9,17.09.2018 12:02:13,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет муниципального образования город-курорт Сочи отключена,03311371,4c5a543b-5db9-4bba-a4fe-4a0d965dd53b
SED,НСИ,0CB8BB3C-475E-4D72-B748-82402C5603A2,17.09.2018 12:09:32,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету бюджет города Кемерово отключена; Обработка организаций по бюджету бюджет города Кемерово отключена,323У0173,c0d2b879-8167-4593-85d8-9c981349bae5
SED,НСИ,D704EB29-22F0-4D50-8784-7B5DA79B9BAB,17.09.2018 12:10:15,E904,критичная,Ошибка внешней валидации,"Запись справочника 555eab87-7059-3bf5-3e05-3b518850a50f не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
