BATCHSENDER,BATCHRECEIVER,XID,BATCHDATE,MSG_CODE,MSG_LEVEL,MSG_NAME,DESCRIPTION,ORGCODE,REFPOSITIONID
НСИ,OSGMU,30d4f04f-260d-4477-aef5-2b03d6d189e2,17.09.2018 04:00:56,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,30d4f04f-260d-4477-aef5-2b03d6d189e2,17.09.2018 04:00:56,,,,,,
АСФК,НСИ,692d5212-791a-457f-967d-772467966eb6,17.09.2018 00:00:00,,,,,84200002,09F097F1-7177-4010-A78F-488A2EA59587
АСФК,НСИ,fa1d54f5-3d06-41e2-9bba-c168f0d83043,17.09.2018 00:00:00,,,,,001D2484,7F63B033-57FC-47F7-9265-0BCEC0606603
АСФК,НСИ,80289494-89a4-4b42-bd31-7ea559ef5250,17.09.2018 00:00:00,,,,,84200002,3DED1391-6A75-4DCC-AD4A-08790CC2789D
АСФК,НСИ,25f38045-9bc0-40f8-a281-cdfa07e3e52f,17.09.2018 00:00:00,,,,,001D2483,43C790F7-7967-F137-2E05-3B518850AC13
АСФК,НСИ,4108064c-9154-40d0-969e-ba40794e2b02,17.09.2018 00:00:00,,,,,001X1102,89719501-911C-4179-A9AA-BD529D98C923
АСФК,НСИ,eec9d330-6e5b-4db0-b1d5-e42692661c0b,17.09.2018 00:00:00,,,,,001X1102,3F210267-4314-4C22-97AB-E80481EA0528
НСИ,OSGMU,1b3baffc-95dc-404d-9d7a-c724e3e507f5,17.09.2018 03:45:40,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,1b3baffc-95dc-404d-9d7a-c724e3e507f5,17.09.2018 03:45:40,,,,,,
НСИ,OSGMU,e4ca0387-09e8-47de-abe3-b9c80beda069,17.09.2018 04:45:41,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,e4ca0387-09e8-47de-abe3-b9c80beda069,17.09.2018 04:45:41,,,,,,
НСИ,OSGMU,ac0b5d5c-aaf1-4402-898b-b14c5ad52e65,17.09.2018 05:15:42,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,ac0b5d5c-aaf1-4402-898b-b14c5ad52e65,17.09.2018 05:15:42,,,,,,
НСИ,OSGMU,58d9a443-53c1-44e9-a1c5-8b54c1effcfe,17.09.2018 05:30:57,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,58d9a443-53c1-44e9-a1c5-8b54c1effcfe,17.09.2018 05:30:57,,,,,,
АСФК,НСИ,1abe9ec3-b59c-4fa5-b919-48c7e0144a70,17.09.2018 00:00:00,,,,,013В2185,17F39CA5-D746-410B-A8B8-839883E7B4BA
АСФК,НСИ,ddfb5467-01fc-4916-a1eb-69f7cc87c0db,17.09.2018 00:00:00,,,,,083D0158,63282B50-629F-482F-ADB0-2C7327D1B086
АСФК,НСИ,c2b51254-e5e5-4fd3-a17a-b400c5623e6c,17.09.2018 00:00:00,,,,,08306104,C7F8A214-F036-4ABE-A239-2529A8A24370
АСФК,НСИ,6094954a-defa-4610-86b5-f0cf36f146ef,17.09.2018 00:00:00,,,,,083D0158,CAA415CE-F9F8-4F19-B9B4-9D010E904A67
АСФК,НСИ,5b165052-13ba-436d-a7b9-31ae8a88b1d2,17.09.2018 00:00:00,,,,,08306104,C57C5FFB-C3BB-422F-8A10-CF2BFAA12A15
НСИ,OSGMU,2a4fc62b-3fb1-49c6-b5d6-61cbdd4aee95,17.09.2018 05:46:00,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,2a4fc62b-3fb1-49c6-b5d6-61cbdd4aee95,17.09.2018 05:46:00,,,,,,
НСИ,OSGMU,a32f9255-6ba9-4380-abe0-420e092eeb86,17.09.2018 05:46:32,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,a32f9255-6ba9-4380-abe0-420e092eeb86,17.09.2018 05:46:32,,,,,,
АСФК,НСИ,02421a83-0195-40da-b76d-4ac36920cc9d,17.09.2018 00:00:00,,,,,953Л8522,5FCF3A6E-E8D6-7319-AE05-3B518850A96E
НСИ,OSGMU,cbfe25a7-3ac8-47a4-aa3d-a44cfcfc165e,17.09.2018 06:30:57,,,,,,
НСИ,OSGMU,cbfe25a7-3ac8-47a4-aa3d-a44cfcfc165e,17.09.2018 06:30:57,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,8302d12c-07ed-4ba8-a03e-a18b76e02172,17.09.2018 06:31:45,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,8302d12c-07ed-4ba8-a03e-a18b76e02172,17.09.2018 06:31:45,,,,,,
НСИ,OSGMU,7aaa4d56-32ea-4f5c-8f07-1838fd06d923,17.09.2018 06:45:43,,,,,,
НСИ,OSGMU,7aaa4d56-32ea-4f5c-8f07-1838fd06d923,17.09.2018 06:45:43,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,3645fcf9-87ab-4d47-8649-cd9b2ccf4f86,17.09.2018 06:46:33,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,3645fcf9-87ab-4d47-8649-cd9b2ccf4f86,17.09.2018 06:46:33,,,,,,
НСИ,OSGMU,8c05c6d1-aee8-4c6b-8ae9-af0645e8ffcc,17.09.2018 06:47:05,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,8c05c6d1-aee8-4c6b-8ae9-af0645e8ffcc,17.09.2018 06:47:05,,,,,,
НСИ,OSGMU,4fac8051-0e0c-4b5d-881a-f6a688d243be,17.09.2018 06:47:38,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,4fac8051-0e0c-4b5d-881a-f6a688d243be,17.09.2018 06:47:38,,,,,,
НСИ,OSGMU,458008e8-d43f-40ac-8343-be5abbeb6882,17.09.2018 06:48:11,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,458008e8-d43f-40ac-8343-be5abbeb6882,17.09.2018 06:48:11,,,,,,
НСИ,OSGMU,30b451f9-7f2c-4d66-ae4f-3c51f7afd9bc,17.09.2018 06:48:44,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,30b451f9-7f2c-4d66-ae4f-3c51f7afd9bc,17.09.2018 06:48:44,,,,,,
НСИ,OSGMU,94ead027-fec1-4e21-ad57-4aa0ad1499ba,17.09.2018 06:49:16,,,,,,
НСИ,OSGMU,94ead027-fec1-4e21-ad57-4aa0ad1499ba,17.09.2018 06:49:16,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,49abbc32-d6d7-450c-a71c-18959a24aa1b,17.09.2018 07:00:42,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,49abbc32-d6d7-450c-a71c-18959a24aa1b,17.09.2018 07:00:42,,,,,,
НСИ,OSGMU,40b6afbb-10da-4dbd-94f1-1e0e3818ad8b,17.09.2018 07:01:17,,,,,,
НСИ,OSGMU,40b6afbb-10da-4dbd-94f1-1e0e3818ad8b,17.09.2018 07:01:17,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,448c4fee-6fa1-4050-a328-8d9b3f9a8280,17.09.2018 07:02:55,,,,,,
НСИ,OSGMU,448c4fee-6fa1-4050-a328-8d9b3f9a8280,17.09.2018 07:02:55,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,e7834a36-5806-48bb-9304-ff69b873b9fd,17.09.2018 07:03:43,,,,,,
НСИ,OSGMU,e7834a36-5806-48bb-9304-ff69b873b9fd,17.09.2018 07:03:43,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,5fb53018-21a4-4f8c-aeed-fc4f922042e1,17.09.2018 07:01:49,,,,,,
НСИ,OSGMU,5fb53018-21a4-4f8c-aeed-fc4f922042e1,17.09.2018 07:01:49,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
АСФК,НСИ,79df66fc-db0a-402a-9b3e-20fa08dbd77b,17.09.2018 00:00:00,,,,,953Л8522,5B3D3241-074F-4150-9705-215658BB6D8A
АСФК,НСИ,98cfbb77-2997-4c9e-929d-7863600653a2,17.09.2018 00:00:00,,,,,043Р0897,BCAF7325-724B-40BD-BBE0-460EFECF5D95
АСФК,НСИ,89d06798-769f-4b3f-9044-9b672f66c451,17.09.2018 00:00:00,,,,,043Р0897,7807366B-A9CB-4995-824C-AC659A841375
АСФК,НСИ,23b5d2e3-df33-4ab7-af0f-5273a985561c,17.09.2018 00:00:00,,,,,64300079,C6BA918D-6946-4AE1-92A6-EEF69AD21EC6
АСФК,НСИ,d49e5240-ea3c-4207-ba90-3e6620fcb9ed,17.09.2018 00:00:00,,,,,001А2187,FA94E79C-BC2F-4377-BF3B-90D3F7FE7420
АСФК,НСИ,6f2b79c7-f983-4203-8a86-50e50ba439ee,17.09.2018 00:00:00,,,,,64320152,BE626733-EE70-4201-804D-0FE51395A194
АСФК,НСИ,994c46e8-685c-4b18-873e-bfbddc98bc92,17.09.2018 00:00:00,,,,,763Ч9895,009C5737-4777-4DF5-80A6-35D283FA5270
АСФК,НСИ,d48e2b4b-0ab3-41a6-9d84-315d56ddefca,17.09.2018 00:00:00,,,,,763Ч9895,927EE485-FB28-4664-BA35-1B36B3368C2C
АСФК,НСИ,f4f7f642-b216-40ff-94a1-ab362322aa5d,17.09.2018 00:00:00,,,,,323X8318,5894B005-5D71-7B71-9E05-3B518850AB7A
АСФК,НСИ,1c4cc652-8ea3-4e77-b874-55e3de74d1f8,17.09.2018 00:00:00,,,,,013Ш2671,47B63134-93B2-49B9-AE96-19D7EC532C81
АСФК,НСИ,7d7677f0-1740-4c83-acca-242a72ec872f,17.09.2018 00:00:00,,,,,323X8318,B55E75AF-49F7-488B-A8BE-2015D77C57EE
АСФК,НСИ,8292033c-defb-4e14-a33e-fc6f040a26bc,17.09.2018 00:00:00,,,,,01303536,37039669-235C-4526-8135-0264BA670DF0
АСФК,НСИ,2d636e9f-e4ff-4c09-891b-6d9039a29479,17.09.2018 00:00:00,,,,,01303536,E9E9BBB7-3254-489F-8992-D4443390CDF8
АСФК,НСИ,3c9b1774-7e6b-4a1e-af59-d1fe37a91f4c,17.09.2018 00:00:00,,,,,013Ш2671,B1FAE478-1DC7-4426-BC43-4C230F67B56A
АСФК,НСИ,66d04082-603c-47fb-bb3b-8153d9003e9c,17.09.2018 00:00:00,,,,,001А2187,BE8130BB-4FEA-4DC0-B41F-34FA459837BC
АСФК,НСИ,59e26422-721b-49f8-9480-f9cfabe22896,17.09.2018 00:00:00,,,,,253Ц3082,B2B38B61-DC1D-4F92-87A7-94619FEE5845
АСФК,НСИ,8c85f759-b1a2-4929-80dd-92ebcb283e10,17.09.2018 00:00:00,,,,,95300030,8FCFF7E0-8601-4F45-BCC6-8A8B322405F4
АСФК,НСИ,f3916c93-6087-48a2-a5a0-2847746f4114,17.09.2018 00:00:00,,,,,95300030,DA2CD69C-38EC-4D4F-90A9-25CC84C45FF1
АСФК,НСИ,d5f038a2-ad44-418a-820b-797257eaf2da,17.09.2018 00:00:00,,,,,983D5214,ED0C755C-C3AA-4B30-82C6-628255978D78
АСФК,НСИ,7d58194a-a6df-4d79-a6e5-b8fb9807397c,17.09.2018 00:00:00,,,,,643Р6298,603121A7-79FC-F4D3-DE05-3B518850AC1A
АСФК,НСИ,63df7653-abbc-4910-bc4d-f8d301613e4a,17.09.2018 00:00:00,,,,,983D5214,321823B4-1FF6-4011-AB08-EB7A5F49210A
АСФК,НСИ,5f0a6604-2a54-42a1-afb1-52ee3a4d812e,17.09.2018 00:00:00,,,,,25302800,5A8B7AB0-0420-B94F-9E05-3B518850ACC0
АСФК,НСИ,262bd47b-3b7b-455b-b650-fe12ca4cec8a,17.09.2018 00:00:00,,,,,643Р6298,A0D7AB9A-D051-4F1A-A642-0AC237149B43
АСФК,НСИ,CFCBACB6-B390-4746-90F2-6327EAEC227E,17.09.2018 07:38:41,E902,критичная,Ошибка валидации по схеме,"Ошибка валидации: cvc-minLength-valid: Value '' with length = '0' is not facet-valid with respect to minLength '8' for type 'tStringExactly8'.; cvc-type.3.1.3: The value '' of element 'OrgBudgCode' is not valid.. Имя файла [REF_UBPandNUBP_inc_20180917073928_000042.xml], порядковый номер записи [0].",650В2149,3564B7A6-6618-4268-8A5C-5A74ACCB3522
АСФК,НСИ,16d660d1-7ed7-4fad-a18c-e5d65cc5a96b,17.09.2018 00:00:00,,,,,25302800,5EEFA094-74CD-426B-B40A-8EF187CF3DAF
НСИ,OSGMU,c5266e36-72cf-4aa8-9edf-43a62535bb97,17.09.2018 07:15:41,,,,,,
НСИ,OSGMU,c5266e36-72cf-4aa8-9edf-43a62535bb97,17.09.2018 07:15:41,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,0dbc12a3-a189-4099-bb4c-f5fc3eaa524e,17.09.2018 07:30:42,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,0dbc12a3-a189-4099-bb4c-f5fc3eaa524e,17.09.2018 07:30:42,,,,,,
НСИ,OSGMU,a75e6fcd-f877-44b8-8263-3bc729575d41,17.09.2018 07:45:41,,,,,,
НСИ,OSGMU,a75e6fcd-f877-44b8-8263-3bc729575d41,17.09.2018 07:45:41,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,966d6cd2-5c86-48fc-b17e-cdb033bd3e1b,17.09.2018 08:15:40,,,,,,
НСИ,OSGMU,966d6cd2-5c86-48fc-b17e-cdb033bd3e1b,17.09.2018 08:15:40,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,284e7a37-bf96-4dc2-863a-6d85488bd2b9,17.09.2018 08:30:42,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,284e7a37-bf96-4dc2-863a-6d85488bd2b9,17.09.2018 08:30:42,,,,,,
НСИ,OSGMU,5c4ec91b-667d-42bd-b7a8-c05e45b9b739,17.09.2018 08:46:42,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
НСИ,OSGMU,5c4ec91b-667d-42bd-b7a8-c05e45b9b739,17.09.2018 08:46:42,,,,,,
НСИ,OSGMU,f8a3302a-8225-4213-a9da-9fcb0db850eb,17.09.2018 08:47:25,,,,,,
НСИ,OSGMU,f8a3302a-8225-4213-a9da-9fcb0db850eb,17.09.2018 08:47:25,XVE,критичная,Ошибка валидации по схеме,cvc-complex-type.3.1: Значение '1.3' атрибута 'version' элемента 'REF_UBPandNUBP' недопустимо с учетом использования атрибута. Атрибут 'version' имеет фиксированное значение '1.4'.,,
АСФК,НСИ,6485fdbe-b15d-4a9e-b880-2e31143683f2,17.09.2018 00:00:00,,,,,00166765,E4A0F85D-7EF4-43E7-9903-0A8B85C4328A
АСФК,НСИ,01cb2634-b499-4a50-b418-801176232f05,17.09.2018 00:00:00,,,,,983D5215,52F48E42-F5C1-44A7-B2D2-E0785EC46876
АСФК,НСИ,bceedf58-dc5d-426e-96fa-37405fb77796,17.09.2018 00:00:00,,,,,00166765,4A568542-7BBF-4A4F-B9DB-0946C2406565
АСФК,НСИ,2bc93bd4-ed4a-42e9-a63b-f340093e62ad,17.09.2018 00:00:00,,,,,983D5215,142E1DB2-68AD-4A20-A29A-77F968F11AA6
АСФК,НСИ,1e2e686b-9190-4c21-8709-7318d1ccdcd2,17.09.2018 00:00:00,,,,,253D0574,64DB0963-4584-4DF1-86D7-C23C72F63F3C
АСФК,НСИ,c4770aa0-6a73-4366-9a94-325e9f29e208,17.09.2018 00:00:00,,,,,004П1004,42A6FB67-1ED6-46E6-B207-957DCD73D3DB
АСФК,НСИ,16cc7f63-650c-4c73-a66b-2a9842a28457,17.09.2018 00:00:00,,,,,253D0574,C1859EB5-E284-4ED6-9A25-8078369FC66A
АСФК,НСИ,f26ab54f-e05f-447f-84c9-7f8e0c915723,17.09.2018 00:00:00,,,,,004П1004,E53E3E5A-FF1F-4D11-A8F9-357F7F61B4F0
АСФК,НСИ,78f480bc-3249-4953-b419-5b898635c7aa,17.09.2018 00:00:00,,,,,52301046,EB719D97-ED4E-4FE7-A19A-5776C744AB3F
АСФК,НСИ,ecb401a1-d4c4-437d-a274-aca87ba798e8,17.09.2018 00:00:00,,,,,52301046,50C4B508-8010-41FA-9E05-3B518850A877
SED,НСИ,3FE77396-9D1D-447B-ABA6-3DB13799CCBD,17.09.2018 06:04:14,E904,критичная,Ошибка внешней валидации,"Запись справочника e53e3e5a-ff1f-4d11-a8f9-357f7f61b4f0 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 4.",,
SED,НСИ,3FE77396-9D1D-447B-ABA6-3DB13799CCBD,17.09.2018 06:04:14,,,,,,
SED,НСИ,82E6CFDB-5973-4FEF-B790-C7996F0B4DBA,17.09.2018 06:04:48,,,,,,
SED,НСИ,82E6CFDB-5973-4FEF-B790-C7996F0B4DBA,17.09.2018 06:04:48,E904,критичная,Ошибка внешней валидации,"Запись справочника 50c4b508-8010-41fa-9e05-3b518850a877 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 52301046",,
SED,НСИ,14E3877E-FC98-44F6-A5A9-C7D5AEFCA386,17.09.2018 06:04:04,,,,,00166765,4a568542-7bbf-4a4f-b9db-0946c2406565
SED,НСИ,427ED515-7B04-493F-944B-71D3503C2C7D,17.09.2018 06:05:08,,,,,,
SED,НСИ,427ED515-7B04-493F-944B-71D3503C2C7D,17.09.2018 06:05:08,E904,критичная,Ошибка внешней валидации,"Запись справочника 5b3a3909-995a-c413-3e05-3b518850a1fe не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,6471FD81-CBF6-4B46-8C0D-503D9DEA3E42,17.09.2018 06:05:28,E904,критичная,Ошибка внешней валидации,"Запись справочника e4949855-3f7e-4cbc-ba89-e9a4300046bf не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 533Ц6127",,
SED,НСИ,6471FD81-CBF6-4B46-8C0D-503D9DEA3E42,17.09.2018 06:05:28,,,,,,
SED,НСИ,977AA53B-F0E9-45AC-B968-5EBD17A38EFD,17.09.2018 06:04:35,E904,критичная,Ошибка внешней валидации,"Обработка организаций по бюджету Бюджет муниципального образования ""Ленский район"" отключена",983D5215,52f48e42-f5c1-44a7-b2d2-e0785ec46876
SED,НСИ,87B4E99A-AFBA-46CC-BBCC-925D6678AB7D,17.09.2018 06:05:38,E904,критичная,Ошибка внешней валидации,"Запись справочника c1859eb5-e284-4ed6-9a25-8078369fc66a не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 253D0574",,
SED,НСИ,87B4E99A-AFBA-46CC-BBCC-925D6678AB7D,17.09.2018 06:05:38,,,,,,
SED,НСИ,D377F51D-975B-4F44-95B4-42D210010D78,17.09.2018 06:04:24,,,,,004П1004,42a6fb67-1ed6-46e6-b207-957dcd73d3db
SED,НСИ,D8D2C655-CD9D-4062-87CD-B8124CAA6713,17.09.2018 06:04:58,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет Одесского муниципального района Омской области отключена,52301046,eb719d97-ed4e-4fe7-a19a-5776c744ab3f
SED,НСИ,34F02381-D979-4A46-A0E3-CFEAB05EDB77,17.09.2018 06:06:08,E904,критичная,Ошибка внешней валидации,"Запись справочника b525d332-ae33-4161-be2e-be7bf56bd33b не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 04301934",,
SED,НСИ,34F02381-D979-4A46-A0E3-CFEAB05EDB77,17.09.2018 06:06:08,,,,,,
SED,НСИ,F8FD484E-D21B-4E05-B304-DB3B588F5C47,17.09.2018 06:06:17,E904,критичная,Ошибка внешней валидации,"Запись справочника 5cfd26dd-de39-0b7a-5e05-3b518850a335 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,F8FD484E-D21B-4E05-B304-DB3B588F5C47,17.09.2018 06:06:17,,,,,,
SED,НСИ,7F248E39-E8F9-46E8-B8CD-FB741BA6132A,17.09.2018 06:05:18,,,,,982Н2859,aa78904b-4110-4877-b3de-677e64c6cdf1
SED,НСИ,BE9E0408-33A9-41E8-A022-1E0DB3625F37,17.09.2018 06:06:53,E904,критичная,Ошибка внешней валидации,"Запись справочника 544905ac-caaa-d371-de05-3b518850a851 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1. В системе присутствует более поздняя запись с кодом 253Р8667",,
SED,НСИ,BE9E0408-33A9-41E8-A022-1E0DB3625F37,17.09.2018 06:06:53,,,,,,
SED,НСИ,48A048F5-7DF5-40FA-92F5-2158A926DB42,17.09.2018 06:07:03,E904,критичная,Ошибка внешней валидации,"Запись справочника 4eae310e-e198-90e7-2e05-3b518850aec8 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,48A048F5-7DF5-40FA-92F5-2158A926DB42,17.09.2018 06:07:03,,,,,,
SED,НСИ,9314486A-9C5B-4F0C-9763-C8222DAD4C62,17.09.2018 06:05:50,,,,,253D0574,64db0963-4584-4df1-86d7-c23c72f63f3c
SED,НСИ,A8D3D19B-FF89-4E70-B48C-A116B457E306,17.09.2018 06:05:59,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет города Оренбурга отключена,533Ц6127,b87783d8-dc28-4018-a530-113ae45508a7
SED,НСИ,8E517F9D-A9C9-4E17-B496-F80FBF680C61,17.09.2018 06:07:34,E904,критичная,Ошибка внешней валидации,"Запись справочника 43c2089a-a4ad-8939-1e05-3b518850ad14 не была обработана, т.к. значение поля <Status> равно ARCHIVE и значение поля <OrgStatus> равно 1.",,
SED,НСИ,8E517F9D-A9C9-4E17-B496-F80FBF680C61,17.09.2018 06:07:34,,,,,,
SED,НСИ,F7457665-4715-43FC-85E5-0D5887678B7D,17.09.2018 06:06:27,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет Преображенского сельсовета Назаровского района отключена,04301934,8bf4b3ec-d800-40fd-9a3a-c6c026f2bcb2
SED,НСИ,F46FD816-633C-4D74-8B35-B4BA3055D51B,17.09.2018 06:06:39,E904,критичная,Ошибка внешней валидации,Обработка организаций по бюджету Бюджет Знаменского муниципального района Омской области отключена,52320285,c39a4096-15d3-4d52-aa1c-0280ae79f118
SED,НСИ,C371FC9D-26D2-4236-9480-8C98A7F9B00E,17.09.2018 06:07:25,,,,,253Р8667,20841d19-8674-4bc2-9e48-ef24a3d60d5c
SED,НСИ,A2CF41B3-9584-4421-ADD0-99B20E1ACA25,17.09.2018 06:07:13,E904,критичная,Ошибка внешней валидации,"Для кода H9644, указанного в элементе <RegistryCode> обновление невозможно, т.к. в записи СР указан учетный номер организации, который не соответствует правилам присвоения учетного номера для УБП/НУБП",523H9644,e314ef14-3311-466d-a6c8-291573d4cab9
